Date,VTI,AGG,DBC,^VIX
2006-04-26,47.67889404296875,59.65779113769531,23.323863983154297,11.760000228881836
2006-04-27,47.81797409057617,59.797725677490234,22.959428787231445,11.84000015258789
2006-04-28,47.90947723388672,59.931495666503906,23.342086791992188,11.59000015258789
2006-05-01,47.67889404296875,59.69643783569336,23.597190856933594,12.539999961853027
2006-05-02,47.96067428588867,59.75752639770508,23.87051773071289,11.989999771118164
2006-05-03,47.82161331176758,59.714744567871094,23.442302703857422,11.989999771118164
2006-05-04,48.044864654541016,59.68424987792969,23.159866333007812,11.859999656677246
2006-05-05,48.45475769042969,59.79411315917969,23.41497230529785,11.619999885559082
2006-05-08,48.4986686706543,59.836830139160156,23.3511962890625,12.0
2006-05-09,48.495018005371094,59.80631637573242,23.715633392333984,11.989999771118164
2006-05-10,48.42913818359375,59.739158630371094,24.30784034729004,11.779999732971191
2006-05-11,47.80332565307617,59.70255661010742,24.54472541809082,12.489999771118164
2006-05-12,47.162879943847656,59.57435607910156,24.462726593017578,14.1899995803833
2006-05-15,47.214115142822266,59.610958099365234,23.633634567260742,13.569999694824219
2006-05-16,47.064064025878906,59.90397644042969,23.706520080566406,13.350000381469727
2006-05-17,46.204044342041016,59.733116149902344,23.670076370239258,16.260000228881836
2006-05-18,45.988101959228516,59.98337936401367,23.679189682006836,16.989999771118164
2006-05-19,46.247947692871094,59.97118377685547,23.159866333007812,17.18000030517578
2006-05-22,45.97347640991211,59.98337936401367,23.342086791992188,17.719999313354492
2006-05-23,45.61482238769531,59.81852340698242,23.706520080566406,18.260000228881836
2006-05-24,45.77217102050781,59.83074188232422,23.105201721191406,17.360000610351562
2006-05-25,46.405303955078125,59.82461166381836,23.506080627441406,15.5
2006-05-26,46.66879653930664,60.08100891113281,23.73385238647461,14.260000228881836
2006-05-30,45.82341003417969,59.94670867919922,23.606300354003906,18.65999984741211
2006-05-31,46.365055084228516,59.81241989135742,23.250978469848633,16.440000534057617
2006-06-01,46.954280853271484,59.765220642089844,22.968538284301758,14.520000457763672
2006-06-02,47.0457649230957,60.22492599487305,23.424081802368164,14.319999694824219
2006-06-05,46.25525665283203,60.028743743896484,23.360307693481445,16.649999618530273
2006-06-06,46.04665756225586,60.18809509277344,23.159866333007812,17.34000015258789
2006-06-07,45.746559143066406,59.99811553955078,23.00498390197754,17.799999237060547
2006-06-08,45.702640533447266,60.200401306152344,22.758987426757812,18.350000381469727
2006-06-09,45.526981353759766,60.28616714477539,22.795433044433594,18.1200008392334
2006-06-12,44.93043899536133,60.102325439453125,22.522106170654297,20.959999084472656
2006-06-13,44.396121978759766,60.27385330200195,21.91167640686035,23.809999465942383
2006-06-14,44.67791748046875,60.0471305847168,21.90256690979004,21.459999084472656
2006-06-15,45.709957122802734,59.9490852355957,22.139448165893555,15.899999618530273
2006-06-16,45.47207260131836,59.91230392456055,22.18500518798828,17.25
2006-06-19,45.014617919921875,59.753028869628906,21.775012969970703,17.829999923706055
2006-06-20,45.02560043334961,59.789730072021484,21.957233428955078,16.690000534057617
2006-06-21,45.526981353759766,59.80811309814453,22.276111602783203,15.520000457763672
2006-06-22,45.27811050415039,59.55072784423828,22.267004013061523,15.880000114440918
2006-06-23,45.347652435302734,59.58137512207031,22.221446990966797,15.890000343322754
2006-06-26,45.57002258300781,59.40983200073242,22.46744155883789,15.619999885559082
2006-06-27,45.136295318603516,59.57524108886719,22.549440383911133,16.399999618530273
2006-06-28,45.456077575683594,59.51397705078125,22.458330154418945,15.789999961853027
2006-06-29,46.44849395751953,59.72230529785156,22.950319290161133,13.029999732971191
2006-06-30,46.42643356323242,59.716217041015625,23.050537109375,13.079999923706055
2006-07-03,46.782958984375,59.80729293823242,23.660966873168945,13.050000190734863
2006-07-05,46.40069580078125,59.628849029541016,23.478750228881836,14.149999618530273
2006-07-06,46.551395416259766,59.68425750732422,23.633634567260742,13.649999618530273
2006-07-07,46.165462493896484,59.905738830566406,23.460527420043945,13.970000267028809
2006-07-10,46.220603942871094,59.9610710144043,23.296533584594727,14.020000457763672
2006-07-11,46.389678955078125,60.05952072143555,23.806737899780273,13.140000343322754
2006-07-12,45.893470764160156,60.09645080566406,24.043624877929688,14.489999771118164
2006-07-13,45.20981979370117,60.145660400390625,24.03451156616211,17.790000915527344
2006-07-14,44.9451789855957,60.225704193115234,24.143844604492188,18.049999237060547
2006-07-17,44.86798095703125,60.09645080566406,23.597190856933594,18.639999389648438
2006-07-18,45.01868438720703,60.05339431762695,23.451417922973633,17.739999771118164
2006-07-19,45.761146545410156,60.28718566894531,23.53341293334961,15.550000190734863
2006-07-20,45.29436492919922,60.3487434387207,23.287418365478516,16.209999084472656
2006-07-21,44.93414306640625,60.31184005737305,23.223644256591797,17.399999618530273
2006-07-24,45.808921813964844,60.40415954589844,23.323863983154297,14.979999542236328
2006-07-25,45.96331787109375,60.354896545410156,23.123424530029297,14.850000381469727
2006-07-26,46.08827209472656,60.39179992675781,22.968538284301758,14.619999885559082
2006-07-27,45.970664978027344,60.49026870727539,23.41497230529785,14.9399995803833
2006-07-28,46.37498474121094,60.619476318359375,23.33297348022461,14.329999923706055
2006-07-31,46.371315002441406,60.54561233520508,23.560747146606445,14.949999809265137
2006-08-01,46.13240051269531,60.693328857421875,23.670076370239258,15.050000190734863
2006-08-02,46.422767639160156,60.71805191040039,23.988956451416016,14.34000015258789
2006-08-03,46.52568054199219,60.73040771484375,23.761186599731445,14.460000038146973
2006-08-04,46.50361251831055,60.92197799682617,23.73385238647461,14.34000015258789
2006-08-07,46.349246978759766,60.9281120300293,24.107398986816406,15.229999542236328
2006-08-08,46.13607406616211,60.9281120300293,23.77029800415039,15.229999542236328
2006-08-09,45.90081787109375,60.9775276184082,23.806737899780273,15.199999809265137
2006-08-10,46.077247619628906,60.9466438293457,23.49697494506836,14.460000038146973
2006-08-11,45.93391036987305,60.84162139892578,23.269201278686523,14.300000190734863
2006-08-14,46.01845169067383,60.773651123046875,23.050537109375,14.260000228881836
2006-08-15,46.60653305053711,60.92197799682617,23.08698081970215,13.420000076293945
2006-08-16,47.062320709228516,61.12580871582031,22.840986251831055,12.40999984741211
2006-08-17,47.16891098022461,61.1319694519043,22.48566436767578,12.239999771118164
2006-08-18,47.356361389160156,61.17522048950195,22.604103088378906,11.640000343322754
2006-08-21,47.17625045776367,61.32352066040039,22.78632164001465,12.220000267028809
2006-08-22,47.190956115722656,61.33592987060547,22.749879837036133,12.1899995803833
2006-08-23,46.96308135986328,61.31120300292969,22.51299285888672,12.399999618530273
2006-08-24,46.95939636230469,61.30500411987305,22.840986251831055,12.399999618530273
2006-08-25,46.9777946472168,61.36676788330078,22.831876754760742,12.3100004196167
2006-08-28,47.24977493286133,61.31120300292969,22.476551055908203,12.180000305175781
2006-08-29,47.341636657714844,61.33592987060547,22.440107345581055,12.279999732971191
2006-08-30,47.444576263427734,61.42856216430664,22.777210235595703,12.220000267028809
2006-08-31,47.43720245361328,61.508880615234375,22.777210235595703,12.3100004196167
2006-09-01,47.712894439697266,61.51692199707031,22.731657028198242,11.960000038146973
2006-09-05,47.8084831237793,61.44249725341797,22.69521141052246,12.630000114440918
2006-09-06,47.29755783081055,61.454959869384766,22.576772689819336,13.739999771118164
2006-09-07,47.121116638183594,61.436317443847656,22.50388526916504,13.880000114440918
2006-09-08,47.21669387817383,61.51692199707031,22.321666717529297,13.15999984741211
2006-09-11,47.23139190673828,61.473533630371094,21.80234718322754,12.989999771118164
2006-09-12,47.76801681518555,61.62245559692383,21.456132888793945,11.920000076293945
2006-09-13,48.021636962890625,61.67210006713867,21.401466369628906,11.180000305175781
2006-09-14,47.91872787475586,61.58519744873047,21.273916244506836,11.550000190734863
2006-09-15,48.03266525268555,61.56658172607422,21.210140228271484,11.760000228881836
2006-09-18,48.06944274902344,61.554195404052734,21.465242385864258,11.779999732971191
2006-09-19,47.9444465637207,61.69683837890625,21.1463623046875,11.979999542236328
2006-09-20,48.23115921020508,61.765098571777344,21.018810272216797,11.390000343322754
2006-09-21,47.929744720458984,62.031795501708984,21.38324546813965,12.25
2006-09-22,47.8084831237793,62.06903839111328,21.137250900268555,12.59000015258789
2006-09-25,48.21774673461914,62.193145751953125,21.18280601501465,12.119999885559082
2006-09-26,48.553585052490234,62.18690490722656,21.273916244506836,11.529999732971191
2006-09-27,48.612648010253906,62.16204833984375,21.592796325683594,11.579999923706055
2006-09-28,48.660606384277344,62.180694580078125,21.76590347290039,11.720000267028809
2006-09-29,48.50929260253906,62.13106155395508,21.820568084716797,11.979999542236328
2006-10-02,48.37276077270508,62.18964385986328,21.58368682861328,12.569999694824219
2006-10-03,48.446556091308594,62.17715835571289,21.22835922241211,12.239999771118164
2006-10-04,48.959556579589844,62.42009353637695,21.38324546813965,11.859999656677246
2006-10-05,49.19575500488281,62.227020263671875,21.50168800354004,11.979999542236328
2006-10-06,49.09980392456055,61.99653244018555,21.58368682861328,11.5600004196167
2006-10-09,49.14777755737305,62.127296447753906,22.18500518798828,11.680000305175781
2006-10-10,49.25849533081055,61.88444137573242,21.592796325683594,11.520000457763672
2006-10-11,49.1699104309082,61.815914154052734,21.301246643066406,11.619999885559082
2006-10-12,49.66077423095703,61.878177642822266,21.538131713867188,11.09000015258789
2006-10-13,49.834228515625,61.72245407104492,22.00278663635254,10.75
2006-10-16,49.97077941894531,61.822120666503906,22.19411277770996,11.09000015258789
2006-10-17,49.77518844604492,61.915557861328125,22.21233558654785,11.729999542236328
2006-10-18,49.84531784057617,61.990318298339844,21.857011795043945,11.34000015258789
2006-10-19,49.90066146850586,61.959144592285156,22.221446990966797,10.899999618530273
2006-10-20,49.88590621948242,61.94046401977539,21.91167640686035,10.630000114440918
2006-10-23,50.09996032714844,61.759849548339844,21.957233428955078,11.079999923706055
2006-10-24,50.22174072265625,61.828338623046875,22.112117767333984,10.779999732971191
2006-10-25,50.38780975341797,61.97785568237305,22.50388526916504,10.65999984741211
2006-10-26,50.653526306152344,62.18964385986328,22.349000930786133,10.5600004196167
2006-10-27,50.26603698730469,62.314212799072266,22.412776947021484,10.800000190734863
2006-10-30,50.28450012207031,62.32666778564453,22.175893783569336,11.199999809265137
2006-10-31,50.22174072265625,62.55710220336914,22.03923225402832,11.100000381469727
2006-11-01,49.815773010253906,62.66474533081055,22.321666717529297,11.510000228881836
2006-11-02,49.78627014160156,62.595924377441406,22.157672882080078,11.420000076293945
2006-11-03,49.778873443603516,62.27062225341797,22.430997848510742,11.15999984741211
2006-11-06,50.33247375488281,62.27062225341797,22.822763442993164,11.15999984741211
2006-11-07,50.505924224853516,62.42703628540039,22.76810073852539,11.09000015258789
2006-11-08,50.635108947753906,62.595924377441406,22.740764617919922,10.75
2006-11-09,50.35831069946289,62.614742279052734,23.041425704956055,11.010000228881836
2006-11-10,50.47269821166992,62.75233459472656,22.558547973632812,10.789999961853027
2006-11-13,50.58711624145508,62.677223205566406,22.39455223083496,10.859999656677246
2006-11-14,50.98200225830078,62.76481246948242,22.458330154418945,10.5
2006-11-15,51.17392349243164,62.645992279052734,22.631439208984375,10.3100004196167
2006-11-16,51.2846565246582,62.58964157104492,22.06656265258789,10.15999984741211
2006-11-17,51.258785247802734,62.75233459472656,22.339887619018555,10.050000190734863
2006-11-20,51.288326263427734,62.796119689941406,22.257890701293945,9.970000267028809
2006-11-21,51.42119598388672,62.8774299621582,22.46744155883789,9.899999618530273
2006-11-22,51.56514358520508,62.96500778198242,22.549440383911133,10.140000343322754
2006-11-24,51.4138069152832,62.983734130859375,22.859210968017578,10.729999542236328
2006-11-27,50.59820556640625,62.95246505737305,22.922985076904297,12.300000190734863
2006-11-28,50.790096282958984,63.121337890625,22.986759185791016,11.619999885559082
2006-11-29,51.31047821044922,63.02751159667969,23.278310775756836,10.829999923706055
2006-11-30,51.391685485839844,63.221435546875,23.48785972595215,10.90999984741211
2006-12-01,51.24775314331055,63.33953857421875,23.478750228881836,11.65999984741211
2006-12-04,51.749671936035156,63.40222930908203,23.369417190551758,11.229999542236328
2006-12-05,51.93788146972656,63.36463165283203,23.442302703857422,11.270000457763672
2006-12-06,51.908355712890625,63.314361572265625,23.132535934448242,11.329999923706055
2006-12-07,51.67584228515625,63.257877349853516,23.050537109375,12.670000076293945
2006-12-08,51.7644157409668,63.1259765625,22.86832046508789,12.069999694824219
2006-12-11,51.87513732910156,63.11343765258789,22.90476417541504,10.710000038146973
2006-12-12,51.79395294189453,63.28929901123047,22.86832046508789,10.649999618530273
2006-12-13,51.882511138916016,63.09461212158203,22.877429962158203,10.180000305175781
2006-12-14,52.27739334106445,63.00662612915039,23.141645431518555,9.970000267028809
2006-12-15,52.29217529296875,62.994140625,23.250978469848633,10.050000190734863
2006-12-18,52.07810592651367,63.03178405761719,22.840280532836914,10.600000381469727
2006-12-19,52.15192794799805,63.07572937011719,23.11096954345703,10.300000190734863
2006-12-20,52.129783630371094,63.05061340332031,23.157636642456055,10.260000228881836
2006-12-21,51.92679977416992,63.17621612548828,22.924287796020508,10.529999732971191
2006-12-22,51.63451385498047,63.11969757080078,23.101633071899414,11.359999656677246
2006-12-26,51.93496322631836,63.100914001464844,22.7469425201416,11.260000228881836
2006-12-27,52.29106140136719,62.9300422668457,22.681602478027344,10.640000343322754
2006-12-28,52.21688461303711,62.8481559753418,22.8496150970459,10.989999771118164
2006-12-29,52.0091552734375,62.84181594848633,22.942956924438477,11.5600004196167
2007-01-03,51.912715911865234,62.97419738769531,22.214902877807617,12.039999961853027
2007-01-04,52.016571044921875,63.106529235839844,21.63619613647461,11.510000228881836
2007-01-05,51.6048469543457,63.06238555908203,21.561527252197266,12.140000343322754
2007-01-08,51.79401397705078,63.10023880004883,21.673534393310547,12.0
2007-01-09,51.79401397705078,63.10023880004883,21.486852645874023,11.90999984741211
2007-01-10,51.90900802612305,63.0308723449707,21.169496536254883,11.470000267028809
2007-01-11,52.30219268798828,62.911155700683594,21.141494750976562,10.869999885559082
2007-01-12,52.64717102050781,62.82292556762695,21.63619613647461,10.149999618530273
2007-01-16,52.54703140258789,62.90483856201172,21.141494750976562,10.739999771118164
2007-01-17,52.584102630615234,62.867000579833984,21.328174591064453,10.59000015258789
2007-01-18,52.30219268798828,62.955284118652344,21.10416030883789,10.850000381469727
2007-01-19,52.50620651245117,62.9300422668457,21.42151641845703,10.399999618530273
2007-01-22,52.29848098754883,62.961551666259766,21.440181732177734,10.770000457763672
2007-01-23,52.44686508178711,62.84181594848633,22.121564865112305,10.34000015258789
2007-01-24,52.91054153442383,62.82292556762695,21.93488311767578,9.890000343322754
2007-01-25,52.317012786865234,62.74094009399414,21.73887062072754,11.220000267028809
2007-01-26,52.28364562988281,62.73467254638672,22.00955581665039,11.130000114440918
2007-01-29,52.29478073120117,62.652748107910156,21.561527252197266,11.449999809265137
2007-01-30,52.59523010253906,62.74727249145508,22.158899307250977,10.960000038146973
2007-01-31,52.977291107177734,62.797664642333984,22.392250061035156,10.420000076293945
2007-02-01,53.2814826965332,62.83121871948242,22.308244705200195,10.3100004196167
2007-02-02,53.34823226928711,62.91976547241211,22.597597122192383,10.079999923706055
2007-02-05,53.41131591796875,63.021053314208984,22.522924423217773,10.550000190734863
2007-02-06,53.41503143310547,63.14126968383789,22.410919189453125,10.649999618530273
2007-02-07,53.58935546875,63.217227935791016,22.140230178833008,10.319999694824219
2007-02-08,53.522579193115234,63.255279541015625,22.653600692749023,10.4399995803833
2007-02-09,53.11825180053711,63.109683990478516,22.793611526489258,11.100000381469727
2007-02-12,52.929080963134766,63.04635238647461,22.364248275756836,11.609999656677246
2007-02-13,53.377906799316406,63.04007339477539,22.77494239807129,10.34000015258789
2007-02-14,53.734004974365234,63.280494689941406,22.466920852661133,10.229999542236328
2007-02-15,53.745155334472656,63.36912155151367,22.466920852661133,10.220000267028809
2007-02-16,53.782257080078125,63.41342544555664,22.858949661254883,10.020000457763672
2007-02-20,53.94175720214844,63.4450569152832,22.606929779052734,10.239999771118164
2007-02-21,53.9639892578125,63.43873977661133,23.09229850769043,10.199999809265137
2007-02-22,53.9454231262207,63.31214141845703,23.40965461730957,10.180000305175781
2007-02-23,53.77111053466797,63.46401596069336,23.55900001525879,10.579999923706055
2007-02-26,53.70061111450195,63.603267669677734,23.62433624267578,11.149999618530273
2007-02-27,51.70868682861328,63.86267852783203,23.17630386352539,18.309999465942383
2007-02-28,52.11671447753906,63.818397521972656,23.530996322631836,15.420000076293945
2007-03-01,51.968353271484375,63.80823516845703,23.362987518310547,15.819999694824219
2007-03-02,51.22649002075195,63.94165802001953,23.14830207824707,18.610000610351562
2007-03-05,50.63298416137695,63.903499603271484,22.802947998046875,19.6299991607666
2007-03-06,51.48615264892578,63.859046936035156,23.01762580871582,15.960000038146973
2007-03-07,51.44533157348633,63.90989685058594,23.33498191833496,15.239999771118164
2007-03-08,51.875633239746094,63.85273361206055,23.372318267822266,14.289999961853027
2007-03-09,51.8941650390625,63.67485046386719,23.06429672241211,14.09000015258789
2007-03-12,52.03141403198242,63.87177658081055,22.8496150970459,13.989999771118164
2007-03-13,51.096649169921875,64.03694152832031,22.672271728515625,18.1299991607666
2007-03-14,51.35631561279297,63.96072006225586,22.71894073486328,17.270000457763672
2007-03-15,51.56032180786133,63.890804290771484,22.578929901123047,16.43000030517578
2007-03-16,51.337772369384766,63.89720153808594,22.634933471679688,16.790000915527344
2007-03-19,51.92383575439453,63.85273361206055,22.7469425201416,14.59000015258789
2007-03-20,52.265098571777344,63.91621780395508,22.77494239807129,13.270000457763672
2007-03-21,53.0997200012207,63.99879455566406,22.812280654907227,12.1899995803833
2007-03-22,53.12938690185547,63.87809371948242,23.185640335083008,12.930000305175781
2007-03-23,53.23324966430664,63.78919219970703,23.19497299194336,12.949999809265137
2007-03-26,53.14422607421875,63.751033782958984,23.297645568847656,13.15999984741211
2007-03-27,52.9318962097168,63.76376724243164,23.362987518310547,13.479999542236328
2007-03-28,52.58542251586914,63.795528411865234,23.58700180053711,14.979999542236328
2007-03-29,52.7307243347168,63.69390869140625,24.04436492919922,15.140000343322754
2007-03-30,52.70091247558594,63.69390869140625,23.689672470092773,14.640000343322754
2007-04-02,52.83128356933594,63.7761344909668,23.456323623657227,14.529999732971191
2007-04-03,53.311859130859375,63.71239471435547,23.362987518310547,13.460000038146973
2007-04-04,53.36772918701172,63.78250503540039,23.62433624267578,13.239999771118164
2007-04-05,53.51673889160156,63.725120544433594,23.671009063720703,13.229999542236328
2007-04-09,53.58009338378906,63.48275375366211,23.428321838378906,13.140000343322754
2007-04-10,53.729087829589844,63.578426361083984,23.755014419555664,12.680000305175781
2007-04-11,53.38633728027344,63.540184020996094,23.71767807006836,13.489999771118164
2007-04-12,53.73652267456055,63.616729736328125,23.85768699645996,12.710000038146973
2007-04-13,53.91534423828125,63.51466751098633,23.98836326599121,12.199999809265137
2007-04-16,54.459224700927734,63.64223098754883,23.80168342590332,11.979999542236328
2007-04-17,54.54490280151367,63.827213287353516,23.55900001525879,12.140000343322754
2007-04-18,54.59333038330078,63.9228401184082,23.56833267211914,12.420000076293945
2007-04-19,54.49274444580078,63.8973388671875,23.50299644470215,12.539999961853027
2007-04-20,54.97702407836914,63.865455627441406,23.82968521118164,12.069999694824219
2007-04-23,54.868988037109375,63.929222106933594,23.98836326599121,13.039999961853027
2007-04-24,54.861541748046875,63.96112823486328,23.66167449951172,13.119999885559082
2007-04-25,55.349571228027344,63.98663330078125,24.128374099731445,13.210000038146973
2007-04-26,55.36819076538086,63.865455627441406,23.96036148071289,12.789999961853027
2007-04-27,55.30858612060547,63.85270309448242,24.081703186035156,12.449999809265137
2007-04-30,54.820579528808594,64.06951904296875,23.867021560668945,14.220000267028809
2007-05-01,54.94350051879883,64.03240203857422,23.913692474365234,13.510000228881836
2007-05-02,55.349571228027344,64.0516128540039,23.727012634277344,13.079999923706055
2007-05-03,55.59543228149414,63.981178283691406,23.839019775390625,13.09000015258789
2007-05-04,55.75930404663086,64.06438446044922,23.792346954345703,12.90999984741211
2007-05-07,55.84873962402344,64.12845611572266,23.680341720581055,13.149999618530273
2007-05-08,55.792877197265625,64.05797576904297,23.530996322631836,13.210000038146973
2007-05-09,55.990333557128906,63.981178283691406,23.40965461730957,12.880000114440918
2007-05-10,55.28622817993164,64.09001159667969,23.316314697265625,13.600000381469727
2007-05-11,55.80403137207031,63.96197509765625,23.66167449951172,12.949999809265137
2007-05-14,55.63640594482422,63.97480773925781,23.577667236328125,13.960000038146973
2007-05-15,55.48739242553711,63.94914245605469,23.811017990112305,14.010000228881836
2007-05-16,55.96420669555664,63.96197509765625,23.577667236328125,13.5
2007-05-17,55.830101013183594,63.853187561035156,23.773681640625,13.510000228881836
2007-05-18,56.247337341308594,63.667510986328125,23.736343383789062,12.760000228881836
2007-05-21,56.407527923583984,63.79551315307617,23.969694137573242,13.300000190734863
2007-05-22,56.40007019042969,63.667510986328125,23.62433624267578,13.0600004196167
2007-05-23,56.37025833129883,63.61622619628906,23.736343383789062,13.239999771118164
2007-05-24,55.792877197265625,63.64187240600586,23.605670928955078,14.079999923706055
2007-05-25,56.06477737426758,63.609859466552734,23.895023345947266,13.34000015258789
2007-05-29,56.28832244873047,63.54587173461914,23.372318267822266,13.529999732971191
2007-05-30,56.77260971069336,63.622718811035156,23.59633445739746,12.829999923706055
2007-05-31,56.86200714111328,63.4818000793457,23.811017990112305,13.050000190734863
2007-06-01,57.09296798706055,63.41624450683594,23.98836326599121,12.779999732971191
2007-06-04,57.18610382080078,63.49339294433594,24.203046798706055,13.289999961853027
2007-06-05,56.89552688598633,63.313385009765625,24.109703063964844,13.630000114440918
2007-06-06,56.314388275146484,63.339107513427734,24.100370407104492,14.869999885559082
2007-06-07,55.20426940917969,62.90188217163086,24.22171401977539,17.059999465942383
2007-06-08,55.960506439208984,62.824729919433594,23.792346954345703,14.84000015258789
2007-06-11,56.027549743652344,62.86971664428711,24.249713897705078,14.710000038146973
2007-06-12,55.33837890625,62.49679946899414,24.184375762939453,16.670000076293945
2007-06-13,56.20262145996094,62.593257904052734,24.49239730834961,14.729999542236328
2007-06-14,56.60495376586914,62.71537399291992,24.72574806213379,13.640000343322754
2007-06-15,56.90668869018555,62.94047164916992,24.875091552734375,13.9399995803833
2007-06-18,56.81732940673828,62.98545455932617,24.875091552734375,13.420000076293945
2007-06-19,56.973758697509766,63.184783935546875,24.632408142089844,12.850000381469727
2007-06-20,56.22499084472656,62.99189376831055,24.660409927368164,14.670000076293945
2007-06-21,56.504371643066406,62.91474533081055,24.548402786254883,14.210000038146973
2007-06-22,56.027549743652344,63.0626335144043,24.49239730834961,15.75
2007-06-25,55.63154220581055,63.1204833984375,24.399057388305664,16.649999618530273
2007-06-26,55.17906188964844,63.04328536987305,24.11903953552246,18.889999389648438
2007-06-27,55.9942626953125,63.16548538208008,24.081703186035156,15.529999732971191
2007-06-28,55.986793518066406,63.1204833984375,24.007030487060547,15.539999961853027
2007-06-29,55.85964584350586,63.24264907836914,23.98836326599121,16.229999542236328
2007-07-02,56.506561279296875,63.41114044189453,24.13770866394043,15.399999618530273
2007-07-03,56.74961471557617,63.34017562866211,24.165708541870117,14.920000076293945
2007-07-05,56.71970748901367,63.07539367675781,24.389724731445312,15.479999542236328
2007-07-06,57.03384780883789,62.96559524536133,24.595073699951172,14.720000267028809
2007-07-09,57.003910064697266,63.07539367675781,24.5390682220459,15.15999984741211
2007-07-10,56.22236633300781,63.346595764160156,24.716413497924805,17.56999969482422
2007-07-11,56.633705139160156,63.204559326171875,24.772418975830078,16.639999389648438
